Word,Cost,Clicks,Impressions,Conversions,Top Containing Queries
kansas city,$6.92,2,122,0.00,"(advertising agencies in kansas city, pnm creative kansas city, production companies kansas city)"
video,$7.53,4,111,0.00,"(video services near me, video production, video)"
production,$15.58,6,100,0.00,"(production companies kansas city, video production, production companies near me)"
me,$29.82,8,90,0.00,"(video services near me, film to dvd transfer service near me, media companies near me)"
near me,$29.82,8,89,0.00,"(video services near me, film to dvd transfer service near me, media companies near me)"
companies,$8.45,3,61,0.00,"(production companies kansas city, media companies near me, production companies near me)"
film,$16.80,3,50,0.00,"(film to digital service, film to dvd transfer service near me, film developers near me)"
videographer,$2.16,1,26,0.00,"(sports videographer, videographer kansas city, videographer near me)"
in,$0.00,0,26,0.00,"(advertising agencies in kansas city, marketing agencies in kansas city, music video production companies in new york)"
to,$14.51,1,25,0.00,"(film to digital service, film to dvd transfer service near me, how to pitch a movie idea to a production company)"
company,$11.57,3,24,0.00,"(production company, corporate video company, how to pitch a movie idea to a production company)"
productions,$9.52,2,24,0.00,"(zimmerman productions, padgett productions kansas city, padgett productions)"
service,$14.51,1,22,0.00,"(film to digital service, film to dvd transfer service near me, video transfer service near me)"
services,$2.84,2,20,0.00,"(video services near me, video digitizing services near me, event production services)"
agencies,$0.00,0,20,0.00,"(advertising agencies in kansas city, marketing agencies in kansas city, kansas city agencies)"
music video,$2.80,1,18,0.00,"(music video production near me, music video directors near me, music video production companies)"
videographers,$0.00,0,17,0.00,"(kansas city videographers, videographers kansas city, videographers near me)"
advertising,$0.00,0,16,0.00,"(advertising agencies in kansas city, advertising agency kansas city)"
transfer,$15.98,2,15,0.00,"(film to dvd transfer service near me, video transfer, video transfer service near me)"
creative,$0.00,0,14,0.00,"(pnm creative kansas city, creative agency kansas city, pnm creative)"
movie,$0.00,0,13,0.00,"(movie production companies, how to pitch a movie idea to a production company, movie companies)"
media,$10.47,3,13,0.00,"(media companies near me, real media kc, best media production companies)"
motion,$0.00,0,13,0.00,"(motion graphics kansas city, car commercial motion graphics, freelance motion designer)"
editing,$0.00,0,12,0.00,"(video editing stores, best film editing software, how much to charge for video editing)"
audio,$6.50,1,11,0.00,"(audio production companies near me, kansas city audio visual rental, audio production companies)"
graphics,$0.00,0,11,0.00,"(motion graphics kansas city, car commercial motion graphics, graphics)"
studios,$0.00,0,11,0.00,"(recording studios kansas city, kansas city recording studios, animation studios kansas city)"
digital,$0.00,0,11,0.00,"(film to digital service, digital filmmaking, digital video specialist)"
outpost,$3.47,4,11,0.00,(outpost worldwide)
