Word,Cost,Clicks,Impressions,Conversions,Top Containing Queries
video,$39.39,11,105,0.00,"(video, high definition video, video marketing kansas city)"
kansas,$38.09,6,71,0.00,"(video marketing kansas city, video production kansas city, a to z video kansas city)"
kansas city,$38.09,6,70,0.00,"(video marketing kansas city, video production kansas city, a to z video kansas city)"
production,$29.59,9,62,0.00,"(video production kansas city, video production near me, video production)"
videos,$1.04,1,56,0.00,"(videos, digitize home videos near me, expert videos)"
productions,$19.16,4,41,0.00,"(call it magic productions, midwest productions, aspen productions)"
me,$23.80,4,40,0.00,"(video production near me, music video producers near me, digitize home videos near me)"
near me,$21.24,3,38,0.00,"(video production near me, music video producers near me, digitize home videos near me)"
film,$32.14,6,34,0.00,"(kansas city film society, film production company founded by steven spielberg, film production kansas city)"
outpost,$4.97,6,26,0.00,"(outpost worldwide, outpost productions)"
worldwide,$4.97,6,26,0.00,"(outpost worldwide, worldwide video entertainment)"
companies,$20.14,2,22,0.00,"(av companies, creative companies near me, media companies in kansas city)"
kc,$27.23,4,16,0.00,"(film society kc, hit factory kc, kc film office)"
company,$3.01,1,15,0.00,"(film production company founded by steven spielberg, advertising company near me, happy place production company)"
media,$10.02,2,15,0.00,"(something different media group, kc media collective, media companies in kansas city)"
to,$11.68,1,14,0.00,"(a to z video kansas city, vhs to dvd service near me, film to dvd transfer service near me)"
studios,$14.66,4,14,0.00,"(chapman studios kansas city, element recording studios kansas city, studios inc kansas city)"
service,$1.91,1,14,0.00,"(vhs to dvd service near me, best video transfer service near me, film to dvd transfer service near me)"
visions,$0.00,0,11,0.00,(cinematic visions)
cinematic,$0.00,0,11,0.00,(cinematic visions)
videographer,$0.00,0,10,0.00,"(videographer, videographer kansas city, kansas city videographer)"
transfer,$1.91,1,10,0.00,"(best video transfer service near me, film to dvd transfer service near me, video transfer service reviews)"
music,$0.00,0,9,0.00,"(music video producers near me, music entertainment companies, music promo)"
audio,$0.00,0,8,0.00,"(kansas city audio visual, audio and video rental, audio post house)"
marketing,$0.00,0,8,0.00,"(video marketing kansas city, marketing companies for small businesses near me, video marketing magic)"
post,$0.00,0,8,0.00,"(post production houses, audio post house, post production conference)"
definition,$3.37,2,8,0.00,(high definition video)
high,$3.37,2,8,0.00,(high definition video)
producers,$0.00,0,7,0.00,"(music video producers near me, hollywood producers)"
a,$11.68,1,6,0.00,"(a to z video kansas city, how to become a pro editor)"
to dvd,$0.00,0,6,0.00,"(vhs to dvd service near me, film to dvd transfer service near me, transfer vhs to dvd service near me)"
studio,$2.04,2,6,0.00,"(video studio, creative studio, crossroads studio kansas city)"
film society,$28.00,4,6,0.00,"(kansas city film society, film society kc)"
media group,$6.18,1,6,0.00,"(something different media group, cascade media group kansas city)"
inc,$4.57,1,6,0.00,"(studios inc kansas city, video masters inc, kansas city audio visual inc)"
something,$0.00,0,5,0.00,(something different media group)
day productions,$0.00,0,5,0.00,"(big day productions, same day productions, rainy day productions)"
z,$11.68,1,5,0.00,(a to z video kansas city)
audio visual,$0.00,0,5,0.00,"(kansas city audio visual, audio visual, kansas city audio visual inc)"
avi,$0.00,0,5,0.00,"(avi kansas city, avi systems kansas city)"
live,$0.00,0,5,0.00,(live stream)
midwest,$13.10,2,5,0.00,"(midwest productions, midwest film company, midwest production)"
stream,$0.00,0,5,0.00,(live stream)
editor,$4.57,1,5,0.00,"(video editor near me, freelance video editor, how to become a pro editor)"
magic,$0.00,0,5,0.00,"(call it magic productions, digital magic studios, video marketing magic)"
different,$0.00,0,5,0.00,(something different media group)
advertising,$17.17,1,4,0.00,"(advertising company near me, advertising agencies near me, advertising companies near me)"
av,$0.00,0,4,0.00,"(av companies, av company, av services)"
industry,$2.25,1,4,0.00,"(video industry, video production industry)"
services,$2.16,1,4,0.00,"(av services, event production services, livestream services near me)"
graphics,$2.06,1,4,0.00,"(motion graphics kansas city, audio video graphics, cmg graphics)"
for,$2.97,1,4,0.00,"(films for families company, marketing companies for small businesses near me, tv production companies looking for new ideas)"
home,$0.00,0,4,0.00,"(digitize home videos near me, converting home movies to digital)"
videography,$0.89,1,4,0.00,"(videography, ch videography, videography careers)"
aspen production,$0.00,0,4,0.00,"(aspen production, aspen productions)"
in,$0.00,0,4,0.00,"(media companies in kansas city, film production companies in kansas city, made in kc creative studios)"
video editing,$0.00,0,4,0.00,"(post production video editing, video editing equipment, video editing for wedding)"
creative,$0.00,0,4,0.00,"(creative companies near me, creative studio, made in kc creative studios)"
vhs to,$0.00,0,4,0.00,"(vhs to dvd service near me, transfer vhs to dvd service near me)"
motion,$2.06,1,4,0.00,"(motion graphics kansas city, motion logo)"
steven,$3.01,1,3,0.00,(film production company founded by steven spielberg)
entertainment,$0.00,0,3,0.00,"(entertainment company, music entertainment companies, worldwide video entertainment)"
christian,$0.00,0,3,0.00,"(christian film companies hiring, christian film distribution companies, top christian movie companies)"
by,$3.01,1,3,0.00,(film production company founded by steven spielberg)
wedding,$0.00,0,3,0.00,"(wedding streaming service, video editing for wedding)"
founded,$3.01,1,3,0.00,(film production company founded by steven spielberg)
call,$0.00,0,3,0.00,(call it magic productions)
hollywood,$0.00,0,3,0.00,(hollywood producers)
houses,$0.00,0,3,0.00,(post production houses)
vmlyr,$0.00,0,3,0.00,(vmlyr kansas city)
movies,$0.00,0,3,0.00,"(converting home movies to digital, making movies, making movies kc)"
vmly&r,$0.00,0,3,0.00,(vmly&r kansas city)
digitize,$0.00,0,3,0.00,(digitize home videos near me)
it,$0.00,0,3,0.00,(call it magic productions)
animation,$0.00,0,3,0.00,"(animation kansas city, kansas city animation studios)"
streaming,$0.00,0,3,0.00,"(wedding streaming service, professional streaming equipment)"
com,$3.50,1,3,0.00,"(dot com productions, glitch productions com, productionhub com)"
true media,$0.00,0,3,0.00,"(true media kansas city, one true media)"
spielberg,$3.01,1,3,0.00,(film production company founded by steven spielberg)
trovideo,$0.00,0,3,0.00,(trovideo)
best,$1.91,1,3,0.00,"(best video transfer service near me, the best way to make youtube videos)"
anywhere,$0.00,0,2,0.00,(video visit anywhere)
distribution companies,$0.00,0,2,0.00,"(christian film distribution companies, music video distribution companies)"
element,$0.00,0,2,0.00,(element recording studios kansas city)
making movies,$0.00,0,2,0.00,"(making movies, making movies kc)"
masters,$0.00,0,2,0.00,(video masters inc)
same,$0.00,0,2,0.00,(same day productions)
systems,$0.00,0,2,0.00,(avi systems kansas city)
commission,$0.00,0,2,0.00,(kansas city film commission)
store,$0.00,0,2,0.00,(video store)
cv,$0.00,0,2,0.00,(cv productions)
sites,$0.00,0,2,0.00,(film production job sites)
films,$0.00,0,2,0.00,"(films for families company, kc films)"
solutions,$0.00,0,2,0.00,(no solutions productions)
show me,$2.56,1,2,0.00,"(show me audio visual, show me productions)"
pro,$0.00,0,2,0.00,"(how to become a pro editor, video pro)"
paradise,$0.00,0,2,0.00,(paradise productions kc)
cinemammoth,$0.00,0,2,0.00,(cinemammoth productions)
recording,$0.00,0,2,0.00,(element recording studios kansas city)
digital,$0.00,0,2,0.00,"(converting home movies to digital, digital magic studios)"
videographers,$0.00,0,2,0.00,(videographers)
padgett,$0.00,0,2,0.00,(padgett productions)
big,$0.00,0,2,0.00,(big day productions)
movie,$0.00,0,2,0.00,"(movie promotions, top christian movie companies)"
happy,$0.00,0,2,0.00,(happy place production company)
spectrum,$0.00,0,2,0.00,"(spectrum production, spectrum video productions)"
tv production,$2.97,1,2,0.00,"(reality tv production companies, tv production companies looking for new ideas)"
place,$0.00,0,2,0.00,(happy place production company)
collective,$3.84,1,2,0.00,(kc media collective)
event,$0.00,0,2,0.00,"(event production services, event video)"
rental,$0.00,0,2,0.00,"(audio and video rental, livestream rental)"
chapman,$4.41,1,2,0.00,(chapman studios kansas city)
office,$0.00,0,2,0.00,(kc film office)
hit,$0.00,0,2,0.00,(hit factory kc)
reviews,$0.00,0,2,0.00,(video transfer service reviews)
logo,$0.00,0,2,0.00,(motion logo)
equipment,$0.00,0,2,0.00,"(professional streaming equipment, video editing equipment)"
job,$0.00,0,2,0.00,(film production job sites)
no,$0.00,0,2,0.00,(no solutions productions)
and,$0.00,0,2,0.00,"(audio and video rental, video production roles and responsibilities)"
factory,$0.00,0,2,0.00,(hit factory kc)
